date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,femmes_enceintes,enfants_moins_5_ans,naissances_semaine,porteurs_chroniques_estimes,prevalence_aghbs_region,femmes_enceintes_depistees,femmes_enceintes_aghbs_positives,enfants_exposes_aghbs,enfants_vaccines_naissance,enfants_devenus_porteurs,taux_transmission_mere_enfant,couverture_vaccinale_naissance,cas_chroniques_enfants,cas_chroniques_adultes,cas_chroniques_seniors,cas_aigus,nouveaux_diagnostics_aghbs,cas_chroniques_suivis,deces,new_recoveries,total_recoveries,tests_depistage,personnes_traitees,taux_incidence,taux_letalite,taux_depistage,taux_positivite_aghbs
2025-10-15,2025,10,2025-W42,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,176256,0.0828,11390,853,84,517,10,11.9,50.62,2684,11633,3580,0,1045,17897,0,616,235774,12313,4627,0.0828,0.0,0.5784,7.49
2025-10-15,2025,10,2025-W42,Menabe,-20.2833,44.7833,819876,24596,122981,394,68049,0.083,4696,352,32,211,3,9.38,53.79,1050,4551,1401,0,324,7002,0,288,91503,4117,1691,0.083,0.0,0.5021,7.5
2025-10-15,2025,10,2025-W42,Diana,-12.2787,49.2917,1053715,31611,158057,506,81662,0.0775,5893,417,39,278,3,7.69,54.98,1256,5443,1676,0,554,8375,0,388,108663,6298,2000,0.0775,0.0,0.5977,7.08
2025-10-15,2025,10,2025-W42,SAVA,-14.2833,50.1667,1330546,39916,199581,639,98194,0.0738,7742,625,47,341,5,10.64,53.52,1506,6526,2009,0,456,10041,0,412,134992,5682,2680,0.0738,0.0,0.427,8.07
2025-10-15,2025,10,2025-W42,Androy,-25.1667,46.0833,1065878,31976,159881,512,85163,0.0799,6251,533,40,277,4,10.0,54.14,1364,5913,1821,0,520,9098,0,402,115671,5742,2413,0.0799,0.0,0.5387,8.53
2025-10-15,2025,10,2025-W42,Anosy,-25.0333,46.9833,957916,28737,143687,460,75004,0.0783,6741,561,36,255,3,8.33,55.59,1156,5010,1542,0,262,7708,0,345,102569,3892,1810,0.0783,0.0,0.4063,8.32
2025-10-22,2025,10,2025-W43,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,261734,0.061,22011,1443,125,1134,15,12.0,55.03,3736,16190,4982,0,936,24908,2,1303,357202,17974,5695,0.061,0.01,0.4189,6.56
2025-10-22,2025,10,2025-W43,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51004,0.0642,4313,292,24,206,2,8.33,54.13,717,3108,958,0,241,4783,0,287,69724,4627,1090,0.0642,0.0,0.5824,6.77
2025-10-22,2025,10,2025-W43,Itasy,-19.0167,46.7667,1063882,31916,159582,511,63407,0.0596,6338,391,30,273,3,10.0,53.51,935,4055,1249,0,286,6239,0,252,85388,5136,1423,0.0596,0.0,0.4828,6.17
2025-10-22,2025,10,2025-W43,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,153402,0.0623,13820,831,73,600,9,12.33,50.73,2278,9874,3039,0,673,15191,0,557,209033,12543,3679,0.0623,0.0,0.5094,6.01
2025-10-22,2025,10,2025-W43,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,65316,0.0659,5232,347,31,260,3,9.68,54.66,997,4324,1332,0,389,6653,0,261,86952,4986,1746,0.0659,0.0,0.5031,6.63
2025-10-22,2025,10,2025-W43,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,116135,0.0679,8904,631,55,414,5,9.09,50.38,1684,7297,2246,0,697,11227,0,414,156332,9310,2592,0.0679,0.0,0.5443,7.09
2025-10-22,2025,10,2025-W43,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44075,0.0764,3381,275,21,149,2,9.52,54.04,666,2888,890,0,239,4444,0,213,59653,3390,1132,0.0764,0.0,0.5876,8.13
2025-10-22,2025,10,2025-W43,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,73621,0.0728,7026,474,35,255,3,8.57,52.6,1127,4884,1503,0,445,7514,0,411,99548,5165,1743,0.0728,0.0,0.5107,6.75
2025-10-22,2025,10,2025-W43,Ihorombe,-22.55,46.95,494097,14822,74114,237,34191,0.0692,3477,242,16,128,1,6.25,54.42,553,2400,740,0,189,3693,0,113,45291,2501,974,0.0692,0.0,0.5062,6.96
2025-10-22,2025,10,2025-W43,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,90402,0.0741,6394,494,43,312,5,11.63,53.33,1400,6067,1868,0,355,9335,0,459,122242,4916,2367,0.0741,0.0,0.403,7.73
2025-10-22,2025,10,2025-W43,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,129362,0.0739,11971,876,62,437,6,9.68,51.98,1922,8329,2564,0,545,12815,0,643,171311,8827,3369,0.0739,0.0,0.5043,7.32
2025-10-22,2025,10,2025-W43,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,61184,0.0708,6003,388,29,229,2,6.9,55.26,828,3591,1106,0,213,5525,0,296,82879,3554,1495,0.0708,0.0,0.4113,6.46
2025-10-22,2025,10,2025-W43,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49065,0.0752,4582,328,23,171,2,8.7,54.87,803,3480,1072,0,234,5355,0,272,66017,3369,1227,0.0752,0.0,0.5164,7.16
2025-10-22,2025,10,2025-W43,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,103594,0.07,9513,621,49,388,6,12.24,54.62,1494,6475,1994,0,512,9963,0,417,139920,6155,2264,0.07,0.0,0.4159,6.53
2025-10-22,2025,10,2025-W43,Boeny,-15.7167,46.3167,1100305,33009,165045,528,102878,0.0935,5706,541,49,273,4,8.16,51.8,1593,6904,2126,0,667,10623,0,365,137005,6573,2466,0.0935,0.0,0.5974,9.48
2025-10-22,2025,10,2025-W43,Sofia,-14.8833,48.0333,1784988,53549,267748,858,155472,0.0871,12832,1156,74,452,8,10.81,52.69,2271,9844,3030,0,798,15145,0,504,208159,10432,4087,0.0871,0.0,0.5844,9.01
2025-10-22,2025,10,2025-W43,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39858,0.0856,2586,208,19,116,2,10.53,52.1,643,2789,860,0,224,4292,0,171,52900,2710,1061,0.0856,0.0,0.582,8.04
2025-10-22,2025,10,2025-W43,Melaky,-16.1167,44.7667,365790,10973,54868,175,32335,0.0884,2288,220,15,92,1,6.67,52.6,439,1905,587,0,126,2931,0,180,43991,1744,659,0.0884,0.0,0.4768,9.62
2025-10-22,2025,10,2025-W43,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,172638,0.0811,11730,949,82,558,8,9.76,54.55,2564,11114,3421,0,1001,17099,1,795,236569,12589,4288,0.0811,0.01,0.5914,8.09
2025-10-22,2025,10,2025-W43,Menabe,-20.2833,44.7833,819876,24596,122981,394,67639,0.0825,5113,398,32,204,4,12.5,51.99,1020,4423,1363,0,331,6806,0,341,91844,4398,1616,0.0825,0.0,0.5364,7.78
2025-10-22,2025,10,2025-W43,Diana,-12.2787,49.2917,1053715,31611,158057,506,79555,0.0755,6760,501,38,261,5,13.16,51.74,1194,5177,1595,0,443,7966,0,387,109050,5953,2092,0.0755,0.0,0.565,7.41
2025-10-22,2025,10,2025-W43,SAVA,-14.2833,50.1667,1330546,39916,199581,639,98460,0.074,8654,680,47,329,5,10.64,51.5,1555,6738,2074,0,511,10367,1,395,135387,5896,2844,0.074,0.01,0.4431,7.86
2025-10-22,2025,10,2025-W43,Androy,-25.1667,46.0833,1065878,31976,159881,512,86762,0.0814,6830,596,41,262,5,12.2,51.2,1242,5383,1657,0,455,8282,0,405,116076,5513,1894,0.0814,0.0,0.5172,8.73
2025-10-22,2025,10,2025-W43,Anosy,-25.0333,46.9833,957916,28737,143687,460,74813,0.0781,5187,445,35,236,3,8.57,51.4,1049,4548,1400,0,348,6997,0,332,102901,4471,1789,0.0781,0.0,0.4667,8.58
2025-10-29,2025,10,2025-W44,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,266025,0.062,26793,1759,127,1131,16,12.6,54.88,3703,16048,4939,0,1669,24690,0,1043,358245,25707,5684,0.062,0.0,0.5991,6.57
2025-10-29,2025,10,2025-W44,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51877,0.0653,4286,270,24,205,2,8.33,54.06,762,3305,1019,0,265,5086,0,231,69955,4006,1197,0.0653,0.0,0.5042,6.3
2025-10-29,2025,10,2025-W44,Itasy,-19.0167,46.7667,1063882,31916,159582,511,63513,0.0597,5818,364,30,273,3,10.0,53.5,1013,4390,1351,0,331,6754,0,266,85654,5596,1590,0.0597,0.0,0.526,6.26
2025-10-29,2025,10,2025-W44,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,153648,0.0624,16225,980,73,635,7,9.59,53.74,2175,9426,2901,0,536,14502,0,733,209766,10694,3866,0.0624,0.0,0.4343,6.04
2025-10-29,2025,10,2025-W44,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,64523,0.0651,5746,399,30,257,3,10.0,54.01,899,3897,1200,0,356,5996,0,324,87276,5846,1559,0.0651,0.0,0.5898,6.94
2025-10-29,2025,10,2025-W44,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,115622,0.0676,9458,622,55,448,6,10.91,54.6,1799,7798,2401,0,566,11998,0,399,156731,8209,3019,0.0676,0.0,0.4799,6.58
2025-10-29,2025,10,2025-W44,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44594,0.0773,3944,290,21,143,2,9.52,51.71,725,3145,969,0,207,4839,0,147,59800,3261,1119,0.0773,0.0,0.5653,7.35
2025-10-29,2025,10,2025-W44,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75542,0.0747,5606,450,36,254,4,11.11,52.35,1070,4640,1429,0,376,7139,0,344,99892,4318,1866,0.0747,0.0,0.427,8.03
2025-10-29,2025,10,2025-W44,Ihorombe,-22.55,46.95,494097,14822,74114,237,33796,0.0684,2673,195,16,125,1,6.25,53.06,535,2321,715,0,174,3571,0,132,45423,2554,806,0.0684,0.0,0.5169,7.3
2025-10-29,2025,10,2025-W44,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,92476,0.0758,7049,485,44,295,5,11.36,50.44,1276,5532,1703,0,353,8511,0,358,122600,5363,1937,0.0758,0.0,0.4396,6.88
2025-10-29,2025,10,2025-W44,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,127262,0.0727,10849,845,61,467,7,11.48,55.53,2076,8996,2768,0,727,13840,0,506,171817,10328,3150,0.0727,0.0,0.59,7.79
2025-10-29,2025,10,2025-W44,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62394,0.0722,4801,313,29,226,2,6.9,54.63,1009,4375,1348,0,337,6732,0,241,83120,4011,1656,0.0722,0.0,0.4641,6.52
2025-10-29,2025,10,2025-W44,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49587,0.076,3781,311,23,168,2,8.7,53.7,712,3088,952,0,207,4752,0,175,66192,3302,1133,0.076,0.0,0.5061,8.23
2025-10-29,2025,10,2025-W44,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,102706,0.0694,8929,609,49,377,5,10.2,53.02,1414,6130,1887,0,618,9431,0,430,140350,8538,2374,0.0694,0.0,0.5769,6.82
2025-10-29,2025,10,2025-W44,Boeny,-15.7167,46.3167,1100305,33009,165045,528,102768,0.0934,5890,592,49,287,5,10.2,54.41,1418,6147,1892,0,676,9457,0,451,137456,6324,2203,0.0934,0.0,0.5747,10.05
2025-10-29,2025,10,2025-W44,Sofia,-14.8833,48.0333,1784988,53549,267748,858,154936,0.0868,10928,960,74,458,8,10.81,53.46,2321,10060,3097,0,651,15478,0,782,208941,8493,3695,0.0868,0.0,0.4758,8.78
2025-10-29,2025,10,2025-W44,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39393,0.0846,2850,242,18,113,2,11.11,51.06,568,2462,758,0,202,3788,0,173,53073,2256,918,0.0846,0.0,0.4845,8.49
2025-10-29,2025,10,2025-W44,Melaky,-16.1167,44.7667,365790,10973,54868,175,32921,0.09,2182,183,15,96,1,6.67,55.31,521,2261,697,0,164,3479,0,144,44135,1800,894,0.09,0.0,0.4921,8.39
2025-10-29,2025,10,2025-W44,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,172850,0.0812,13380,1090,83,563,7,8.43,55.09,2787,12078,3717,0,1001,18582,0,704,237273,11753,4728,0.0812,0.0,0.5521,8.15
2025-10-29,2025,10,2025-W44,Menabe,-20.2833,44.7833,819876,24596,122981,394,68623,0.0837,4072,314,32,205,3,9.38,52.14,1041,4512,1390,0,308,6943,0,307,92151,3322,1632,0.0837,0.0,0.4052,7.71
2025-10-29,2025,10,2025-W44,Diana,-12.2787,49.2917,1053715,31611,158057,506,80187,0.0761,7388,532,38,256,5,13.16,50.61,1264,5478,1686,0,410,8428,0,348,109398,5139,2231,0.0761,0.0,0.4877,7.2
2025-10-29,2025,10,2025-W44,SAVA,-14.2833,50.1667,1330546,39916,199581,639,98726,0.0742,9464,756,47,342,4,8.51,53.6,1374,5955,1833,0,523,9162,0,386,135773,7929,2137,0.0742,0.0,0.5959,7.99
2025-10-29,2025,10,2025-W44,Androy,-25.1667,46.0833,1065878,31976,159881,512,84950,0.0797,5600,416,40,267,5,12.5,52.31,1147,4972,1531,0,489,7650,0,387,116463,5636,1983,0.0797,0.0,0.5288,7.43
2025-10-29,2025,10,2025-W44,Anosy,-25.0333,46.9833,957916,28737,143687,460,74238,0.0775,5579,395,35,236,4,11.43,51.36,1029,4462,1375,0,250,6866,0,243,103144,3854,1561,0.0775,0.0,0.4023,7.08
2025-11-05,2025,11,2025-W45,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,261305,0.0609,29478,1933,125,1113,12,9.6,54.01,4138,17931,5518,0,1505,27587,0,1038,359283,24814,6685,0.0609,0.0,0.5783,6.56
2025-11-05,2025,11,2025-W45,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51957,0.0654,4006,244,24,211,2,8.33,55.48,836,3623,1116,0,245,5575,0,238,70193,3545,1379,0.0654,0.0,0.4462,6.09
2025-11-05,2025,11,2025-W45,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64896,0.061,7611,430,31,282,3,9.68,55.36,1001,4339,1336,0,260,6676,0,217,85871,5020,1761,0.061,0.0,0.4719,5.65
2025-11-05,2025,11,2025-W45,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,154387,0.0627,14226,916,74,637,8,10.81,53.89,2180,9448,2908,0,762,14536,0,710,210476,14376,3630,0.0627,0.0,0.5838,6.44
2025-11-05,2025,11,2025-W45,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,64622,0.0652,6897,445,31,257,3,9.68,54.07,986,4275,1317,0,349,6578,0,230,87506,4481,1785,0.0652,0.0,0.4521,6.45
2025-11-05,2025,11,2025-W45,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,114596,0.067,9221,579,55,424,7,12.73,51.59,1657,7182,2211,0,512,11050,0,546,157277,8297,2885,0.067,0.0,0.4851,6.28
2025-11-05,2025,11,2025-W45,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44363,0.0769,3022,240,21,152,1,4.76,55.15,606,2629,810,0,252,4045,0,164,59964,2684,921,0.0769,0.0,0.4652,7.94
2025-11-05,2025,11,2025-W45,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,74632,0.0738,5506,388,35,266,4,11.43,54.76,1220,5287,1628,0,333,8135,1,317,100209,4673,2226,0.0738,0.01,0.4621,7.05
2025-11-05,2025,11,2025-W45,Ihorombe,-22.55,46.95,494097,14822,74114,237,33549,0.0679,3521,250,16,128,1,6.25,54.12,468,2028,624,0,185,3120,0,136,45559,2567,770,0.0679,0.0,0.5195,7.1
2025-11-05,2025,11,2025-W45,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,92720,0.076,7031,575,44,304,5,11.36,52.03,1333,5778,1779,0,393,8890,0,426,123026,4975,2035,0.076,0.0,0.4078,8.18
2025-11-05,2025,11,2025-W45,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,127612,0.0729,12389,941,61,443,7,11.48,52.7,1763,7641,2352,0,562,11756,0,388,172205,7233,3046,0.0729,0.0,0.4132,7.6
2025-11-05,2025,11,2025-W45,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,61961,0.0717,5648,400,29,214,3,10.34,51.59,944,4093,1260,0,289,6297,0,215,83335,4732,1645,0.0717,0.0,0.5476,7.08
2025-11-05,2025,11,2025-W45,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,48608,0.0745,4391,301,23,160,2,8.7,51.23,660,2860,881,0,207,4401,0,190,66382,3068,1167,0.0745,0.0,0.4702,6.85
2025-11-05,2025,11,2025-W45,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,104186,0.0704,9930,646,50,383,5,10.0,53.88,1556,6743,2075,0,690,10374,0,391,140741,8349,2642,0.0704,0.0,0.5642,6.51
2025-11-05,2025,11,2025-W45,Boeny,-15.7167,46.3167,1100305,33009,165045,528,100677,0.0915,6001,588,48,266,5,10.42,50.52,1519,6585,2028,0,437,10132,0,398,137854,4892,2553,0.0915,0.0,0.4446,9.8
2025-11-05,2025,11,2025-W45,Sofia,-14.8833,48.0333,1784988,53549,267748,858,157614,0.0883,9252,752,75,445,9,12.0,51.95,2552,11060,3404,0,707,17016,0,878,209819,9073,4140,0.0883,0.0,0.5083,8.13
2025-11-05,2025,11,2025-W45,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39998,0.0859,3196,271,19,121,1,5.26,54.54,578,2508,773,0,228,3859,0,132,53205,2506,1016,0.0859,0.0,0.5382,8.48
2025-11-05,2025,11,2025-W45,Melaky,-16.1167,44.7667,365790,10973,54868,175,32811,0.0897,2289,203,15,88,1,6.67,50.61,506,2195,676,0,192,3377,0,91,44226,2128,780,0.0897,0.0,0.5818,8.87
2025-11-05,2025,11,2025-W45,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,173489,0.0815,13691,1185,83,523,11,13.25,51.18,2580,11181,3442,0,1067,17203,0,816,238089,10865,4241,0.0815,0.0,0.5104,8.66
2025-11-05,2025,11,2025-W45,Menabe,-20.2833,44.7833,819876,24596,122981,394,69197,0.0844,5606,500,33,204,3,9.09,51.87,1137,4928,1517,0,359,7582,0,416,92567,3704,1844,0.0844,0.0,0.4518,8.92
2025-11-05,2025,11,2025-W45,Diana,-12.2787,49.2917,1053715,31611,158057,506,81662,0.0775,7037,554,39,277,4,10.26,54.9,1227,5318,1638,0,559,8183,0,376,109774,6030,2166,0.0775,0.0,0.5723,7.87
2025-11-05,2025,11,2025-W45,SAVA,-14.2833,50.1667,1330546,39916,199581,639,98593,0.0741,9333,663,47,340,5,10.64,53.21,1605,6958,2143,0,453,10706,0,415,136188,6278,2748,0.0741,0.0,0.4718,7.1
2025-11-05,2025,11,2025-W45,Androy,-25.1667,46.0833,1065878,31976,159881,512,86549,0.0812,7668,570,41,275,4,9.76,53.8,1190,5159,1588,0,376,7937,0,367,116830,5564,1907,0.0812,0.0,0.522,7.43
2025-11-05,2025,11,2025-W45,Anosy,-25.0333,46.9833,957916,28737,143687,460,75771,0.0791,6140,443,36,235,4,11.11,51.14,1142,4949,1524,0,494,7615,0,279,103423,5180,1855,0.0791,0.0,0.5408,7.21
2025-11-12,2025,11,2025-W46,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,264737,0.0617,25932,1564,127,1134,15,11.81,55.01,4091,17728,5456,0,1578,27275,1,1187,360470,25730,7205,0.0617,0.0,0.5997,6.03
2025-11-12,2025,11,2025-W46,Bongolava,-18.9333,45.6667,794456,23833,119168,381,52116,0.0656,4798,306,24,196,3,12.5,51.53,744,3226,994,0,264,4964,0,156,70349,3755,1312,0.0656,0.0,0.4727,6.38
2025-11-12,2025,11,2025-W46,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64471,0.0606,6152,337,30,278,3,10.0,54.42,1030,4466,1376,0,291,6872,0,306,86177,4510,1885,0.0606,0.0,0.4239,5.48
2025-11-12,2025,11,2025-W46,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,153894,0.0625,16817,1055,73,623,7,9.59,52.73,2175,9425,2901,0,864,14501,0,753,211229,12882,3580,0.0625,0.0,0.5232,6.27
2025-11-12,2025,11,2025-W46,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,64226,0.0648,5414,326,30,262,2,6.67,55.13,1044,4527,1395,0,385,6966,0,291,87797,5706,1694,0.0648,0.0,0.5757,6.02
2025-11-12,2025,11,2025-W46,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,115109,0.0673,12266,750,55,433,7,12.73,52.76,1671,7241,2228,0,654,11140,0,473,157750,7963,2522,0.0673,0.0,0.4656,6.11
2025-11-12,2025,11,2025-W46,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,43614,0.0756,3362,276,20,146,2,10.0,53.07,689,2989,921,0,208,4599,0,201,60165,2556,1153,0.0756,0.0,0.4431,8.21
2025-11-12,2025,11,2025-W46,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75239,0.0744,5206,359,36,245,4,11.11,50.48,1128,4888,1505,0,312,7521,0,333,100542,4155,1751,0.0744,0.0,0.4109,6.9
2025-11-12,2025,11,2025-W46,Ihorombe,-22.55,46.95,494097,14822,74114,237,34240,0.0693,3127,219,16,129,1,6.25,54.53,471,2042,630,0,192,3143,0,137,45696,2255,758,0.0693,0.0,0.4564,7.0
2025-11-12,2025,11,2025-W46,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,92842,0.0761,7572,527,44,310,4,9.09,53.05,1439,6238,1921,0,378,9598,0,567,123593,5706,2524,0.0761,0.0,0.4677,6.96
2025-11-12,2025,11,2025-W46,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,128487,0.0734,12054,855,61,433,6,9.84,51.49,1804,7817,2406,0,492,12027,0,637,172842,7582,2762,0.0734,0.0,0.4331,7.09
2025-11-12,2025,11,2025-W46,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,61356,0.071,4418,305,29,229,2,6.9,55.22,909,3940,1214,0,315,6063,0,321,83656,3815,1394,0.071,0.0,0.4415,6.9
2025-11-12,2025,11,2025-W46,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49391,0.0757,3332,274,23,167,2,8.7,53.48,702,3042,936,0,283,4680,0,234,66616,3606,1057,0.0757,0.0,0.5527,8.22
2025-11-12,2025,11,2025-W46,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,101966,0.0689,10588,791,48,363,5,10.42,51.11,1530,6631,2042,0,505,10203,0,538,141279,7427,2584,0.0689,0.0,0.5019,7.47
2025-11-12,2025,11,2025-W46,Boeny,-15.7167,46.3167,1100305,33009,165045,528,100017,0.0909,5314,451,47,285,4,8.51,54.16,1357,5883,1812,0,500,9052,0,362,138216,6426,2476,0.0909,0.0,0.584,8.49
2025-11-12,2025,11,2025-W46,Sofia,-14.8833,48.0333,1784988,53549,267748,858,156543,0.0877,12650,1005,75,455,8,10.67,53.07,2230,9664,2974,0,805,14868,0,821,210640,8394,3869,0.0877,0.0,0.4703,7.94
2025-11-12,2025,11,2025-W46,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39719,0.0853,3298,283,19,121,2,10.53,54.51,557,2417,745,0,235,3719,0,189,53394,2403,966,0.0853,0.0,0.5161,8.58
2025-11-12,2025,11,2025-W46,Melaky,-16.1167,44.7667,365790,10973,54868,175,32043,0.0876,2425,192,15,92,1,6.67,52.78,526,2281,703,0,146,3510,0,106,44332,1759,889,0.0876,0.0,0.4809,7.92
2025-11-12,2025,11,2025-W46,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,172212,0.0809,11461,934,82,555,10,12.2,54.34,2594,11243,3460,0,1050,17297,0,704,238793,12065,4267,0.0809,0.0,0.5668,8.15
2025-11-12,2025,11,2025-W46,Menabe,-20.2833,44.7833,819876,24596,122981,394,67639,0.0825,4592,415,32,210,3,9.38,53.38,1040,4507,1387,0,438,6934,0,256,92823,4674,1624,0.0825,0.0,0.5701,9.04
2025-11-12,2025,11,2025-W46,Diana,-12.2787,49.2917,1053715,31611,158057,506,81768,0.0776,6922,583,39,277,4,10.26,54.76,1256,5445,1676,0,537,8377,0,339,110113,6030,2012,0.0776,0.0,0.5723,8.42
2025-11-12,2025,11,2025-W46,SAVA,-14.2833,50.1667,1330546,39916,199581,639,96863,0.0728,8121,578,46,324,5,10.87,50.82,1533,6645,2046,0,485,10224,0,536,136724,7246,2712,0.0728,0.0,0.5446,7.12
2025-11-12,2025,11,2025-W46,Androy,-25.1667,46.0833,1065878,31976,159881,512,87188,0.0818,7649,626,41,284,4,9.76,55.57,1266,5487,1690,0,431,8443,0,396,117226,4549,1999,0.0818,0.0,0.4268,8.18
2025-11-12,2025,11,2025-W46,Anosy,-25.0333,46.9833,957916,28737,143687,460,75675,0.079,6614,532,36,241,4,11.11,52.55,1243,5389,1659,0,412,8291,0,380,103803,4783,2123,0.079,0.0,0.4993,8.04
2025-11-19,2025,11,2025-W47,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,266883,0.0622,29997,1731,128,1087,16,12.5,52.76,3825,16578,5103,0,1425,25506,1,1194,361664,25399,6747,0.0622,0.0,0.592,5.77
2025-11-19,2025,11,2025-W47,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51798,0.0652,5471,371,24,194,2,8.33,51.18,708,3068,944,0,244,4720,0,199,70548,3430,1115,0.0652,0.0,0.4317,6.78
2025-11-19,2025,11,2025-W47,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64896,0.061,5759,384,31,267,3,9.68,52.28,976,4232,1304,0,338,6512,0,226,86403,6289,1688,0.061,0.0,0.5911,6.67
2025-11-19,2025,11,2025-W47,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,152909,0.0621,16540,986,73,641,8,10.96,54.23,2474,10723,3300,0,887,16497,0,555,211784,13220,4082,0.0621,0.0,0.5369,5.96
2025-11-19,2025,11,2025-W47,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,64523,0.0651,6693,476,30,244,3,10.0,51.39,874,3787,1166,0,388,5827,0,368,88165,5491,1576,0.0651,0.0,0.554,7.11
2025-11-19,2025,11,2025-W47,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,114254,0.0668,9341,677,54,425,6,11.11,51.81,1768,7665,2360,0,689,11793,0,536,158286,9880,2700,0.0668,0.0,0.5776,7.25
2025-11-19,2025,11,2025-W47,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,43729,0.0758,2859,211,20,152,1,5.0,55.16,663,2875,886,0,212,4424,0,133,60298,2315,1200,0.0758,0.0,0.4013,7.38
2025-11-19,2025,11,2025-W47,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75340,0.0745,6724,512,36,262,4,11.11,54.0,1097,4754,1463,0,334,7314,0,297,100839,4763,1856,0.0745,0.0,0.471,7.61
2025-11-19,2025,11,2025-W47,Ihorombe,-22.55,46.95,494097,14822,74114,237,33944,0.0687,3414,241,16,121,1,6.25,51.26,544,2360,727,0,178,3631,0,146,45842,2170,859,0.0687,0.0,0.4392,7.06
2025-11-19,2025,11,2025-W47,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,92354,0.0757,8226,627,44,319,5,11.36,54.56,1278,5538,1705,0,478,8521,1,389,123982,7216,2310,0.0757,0.01,0.5915,7.62
2025-11-19,2025,11,2025-W47,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,129712,0.0741,11621,894,62,449,6,9.68,53.43,1894,8207,2526,0,695,12627,0,595,173437,10376,3316,0.0741,0.0,0.5927,7.69
