date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,incidence_regionale_annuelle,cas_pulmonaire_bacillifere,cas_pulmonaire_non_bacillifere,cas_extra_pulmonaire,cas_tb_multiresistante,nouveaux_cas,cas_coinfection_vih,deces_coinfection_vih,cas_enfants_moins_15_ans,cas_adultes_15_54_ans,cas_seniors_55_plus,tests_geneXpert_realises,tests_microscopie_realises,tests_lam_realises,cas_non_diagnostiques,patients_sous_traitement,patients_gueris,patients_abandon,patients_echec,deces,cas_detectes_prison,taux_incidence,taux_incidence_annuel,taux_letalite,taux_depistage,taux_succes_therapeutique
2026-03-02,2026,3,2026-W10,Melaky,-16.1167,44.7667,365790,150,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,2,0,150,150,15.38,65.0,78.0
2026-03-02,2026,3,2026-W10,Ambatosoa,-21.0333,47.6333,652462,150,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,150,150,22.22,65.0,78.0
2026-03-02,2026,3,2026-W10,Androy,-25.1667,46.0833,1065878,145,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,145,145,22.58,65.0,78.0
2026-03-02,2026,3,2026-W10,Anosy,-25.0333,46.9833,957916,140,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,140,140,21.43,65.0,78.0
2026-03-02,2026,3,2026-W10,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,21,5,0,2,13,6,14,5,1,7,17,13,2,1,4,0,135,135,19.05,65.0,78.0
2026-03-02,2026,3,2026-W10,Vatovavy,-21.3167,47.9333,576905,130,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,130,130,23.53,65.0,78.0
2026-03-09,2026,3,2026-W11,Analanjirofo,-17.3333,49.4,864183,280,25,11,8,1,47,11,0,5,30,12,32,11,3,16,39,30,4,3,10,11,280,280,21.28,65.0,78.0
2026-03-09,2026,3,2026-W11,Analamanga,-18.9137,47.5247,4290727,260,140,63,45,3,255,63,5,30,165,60,178,63,18,89,216,168,25,21,60,0,260,260,23.53,65.0,78.0
2026-03-09,2026,3,2026-W11,Atsinanana,-18.1492,49.4023,1750511,255,55,25,18,1,101,25,2,12,65,24,70,25,7,35,85,66,10,8,25,0,255,255,24.75,65.0,78.0
2026-03-09,2026,3,2026-W11,Sofia,-14.8833,48.0333,1784988,250,59,27,19,0,108,27,2,12,70,26,75,27,8,37,91,70,10,9,24,0,250,250,22.22,65.0,78.0
2026-03-09,2026,3,2026-W11,Vakinankaratra,-19.8667,47.0333,2462316,230,60,27,19,0,110,27,2,13,71,26,77,27,8,38,93,72,11,9,24,0,230,230,21.82,65.0,78.0
2026-03-09,2026,3,2026-W11,Haute Matsiatra,-21.4536,47.0854,1710391,225,50,23,16,0,92,23,1,11,59,22,64,23,6,32,78,60,9,7,23,0,225,225,25.0,65.0,78.0
2026-03-09,2026,3,2026-W11,Boeny,-15.7167,46.3167,1100305,220,29,13,9,0,53,13,1,6,34,13,37,13,3,18,45,35,5,4,11,0,220,220,20.75,65.0,78.0
2026-03-09,2026,3,2026-W11,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,34,15,11,0,63,15,1,7,40,16,44,15,4,22,53,41,6,5,14,0,215,215,22.22,65.0,78.0
2026-03-09,2026,3,2026-W11,SAVA,-14.2833,50.1667,1330546,210,33,15,10,0,61,15,1,7,39,15,42,15,4,21,51,39,6,5,14,0,210,210,22.95,65.0,78.0
2026-03-09,2026,3,2026-W11,Atsimo-Andrefana,-23.35,43.6667,2128706,205,44,20,14,0,81,20,1,9,52,20,56,20,6,28,68,53,8,6,20,0,205,205,24.69,65.0,78.0
2026-03-09,2026,3,2026-W11,Itasy,-19.0167,46.7667,1063882,190,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,190,190,22.5,65.0,78.0
2026-03-09,2026,3,2026-W11,Bongolava,-18.9333,45.6667,794456,185,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,7,0,185,185,25.0,65.0,78.0
2026-03-09,2026,3,2026-W11,Diana,-12.2787,49.2917,1053715,180,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,10,0,180,180,24.39,65.0,78.0
2026-03-09,2026,3,2026-W11,Amoron'i Mania,-20.0,47.1167,991145,175,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,175,175,24.32,65.0,78.0
2026-03-09,2026,3,2026-W11,Atsimo-Atsinanana,-22.9,47.65,1220000,170,26,12,8,0,49,12,0,5,31,13,34,12,3,17,41,31,4,4,12,0,170,170,24.49,65.0,78.0
2026-03-09,2026,3,2026-W11,Fitovinany,-21.45,47.6167,1011279,165,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,165,165,22.5,65.0,78.0
2026-03-09,2026,3,2026-W11,Ihorombe,-22.55,46.95,494097,160,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,3,0,160,160,18.75,65.0,78.0
2026-03-09,2026,3,2026-W11,Betsiboka,-16.95,46.8167,465641,155,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,155,155,20.0,65.0,78.0
2026-03-09,2026,3,2026-W11,Melaky,-16.1167,44.7667,365790,150,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,150,150,16.67,65.0,78.0
2026-03-09,2026,3,2026-W11,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,150,150,20.0,65.0,78.0
2026-03-09,2026,3,2026-W11,Androy,-25.1667,46.0833,1065878,145,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,7,0,145,145,20.59,65.0,78.0
2026-03-09,2026,3,2026-W11,Anosy,-25.0333,46.9833,957916,140,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,7,0,140,140,21.88,65.0,78.0
2026-03-09,2026,3,2026-W11,Menabe,-20.2833,44.7833,819876,135,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,5,0,135,135,22.73,65.0,78.0
2026-03-09,2026,3,2026-W11,Vatovavy,-21.3167,47.9333,576905,130,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,130,130,20.0,65.0,78.0
2026-03-16,2026,3,2026-W12,Analanjirofo,-17.3333,49.4,864183,280,28,13,9,1,52,13,1,6,33,13,36,13,3,18,44,34,5,4,11,0,280,280,21.15,65.0,78.0
2026-03-16,2026,3,2026-W12,Analamanga,-18.9137,47.5247,4290727,260,135,61,44,3,246,61,4,29,159,58,172,61,18,86,209,163,25,20,57,0,260,260,23.17,65.0,78.0
2026-03-16,2026,3,2026-W12,Atsinanana,-18.1492,49.4023,1750511,255,53,24,17,1,97,24,1,11,63,23,67,24,7,33,82,63,9,8,21,0,255,255,21.65,65.0,78.0
2026-03-16,2026,3,2026-W12,Sofia,-14.8833,48.0333,1784988,250,57,26,18,0,104,26,2,12,67,25,72,26,7,36,88,68,10,8,27,0,250,250,25.96,65.0,78.0
2026-03-16,2026,3,2026-W12,Vakinankaratra,-19.8667,47.0333,2462316,230,74,33,24,0,135,33,2,16,87,32,94,33,9,47,114,88,13,11,31,0,230,230,22.96,65.0,78.0
2026-03-16,2026,3,2026-W12,Haute Matsiatra,-21.4536,47.0854,1710391,225,42,19,14,0,78,19,1,9,50,19,54,19,5,27,66,51,7,6,17,0,225,225,21.79,65.0,78.0
2026-03-16,2026,3,2026-W12,Boeny,-15.7167,46.3167,1100305,220,29,13,9,0,54,13,1,6,35,13,37,13,3,18,45,35,5,4,13,0,220,220,24.07,65.0,78.0
2026-03-16,2026,3,2026-W12,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,36,16,12,0,67,16,1,8,43,16,46,16,4,23,56,43,6,5,17,0,215,215,25.37,65.0,78.0
2026-03-16,2026,3,2026-W12,SAVA,-14.2833,50.1667,1330546,210,29,13,9,0,54,13,1,6,35,13,37,13,3,18,45,35,5,4,11,0,210,210,20.37,65.0,78.0
2026-03-16,2026,3,2026-W12,Atsimo-Andrefana,-23.35,43.6667,2128706,205,44,20,14,0,81,20,1,9,52,20,56,20,6,28,68,53,8,6,18,0,205,205,22.22,65.0,78.0
2026-03-16,2026,3,2026-W12,Itasy,-19.0167,46.7667,1063882,190,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,190,190,24.32,65.0,78.0
2026-03-16,2026,3,2026-W12,Bongolava,-18.9333,45.6667,794456,185,15,7,5,0,29,7,0,3,18,8,20,7,2,10,24,18,2,2,6,0,185,185,20.69,65.0,78.0
2026-03-16,2026,3,2026-W12,Diana,-12.2787,49.2917,1053715,180,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,9,0,180,180,20.93,65.0,78.0
2026-03-16,2026,3,2026-W12,Amoron'i Mania,-20.0,47.1167,991145,175,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,9,0,175,175,23.08,65.0,78.0
2026-03-16,2026,3,2026-W12,Atsimo-Atsinanana,-22.9,47.65,1220000,170,24,11,7,0,44,11,0,5,28,11,30,11,3,15,37,28,4,3,11,0,170,170,25.0,65.0,78.0
2026-03-16,2026,3,2026-W12,Fitovinany,-21.45,47.6167,1011279,165,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,165,165,23.33,65.0,78.0
2026-03-16,2026,3,2026-W12,Ihorombe,-22.55,46.95,494097,160,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,160,160,22.22,65.0,78.0
2026-03-16,2026,3,2026-W12,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2026-03-16,2026,3,2026-W12,Melaky,-16.1167,44.7667,365790,150,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,150,150,25.0,65.0,78.0
2026-03-16,2026,3,2026-W12,Ambatosoa,-21.0333,47.6333,652462,150,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,150,150,22.22,65.0,78.0
2026-03-16,2026,3,2026-W12,Androy,-25.1667,46.0833,1065878,145,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,145,145,22.58,65.0,78.0
2026-03-16,2026,3,2026-W12,Anosy,-25.0333,46.9833,957916,140,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,5,0,140,140,19.23,65.0,78.0
2026-03-16,2026,3,2026-W12,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,21,5,0,2,13,6,14,5,1,7,17,13,2,1,4,0,135,135,19.05,65.0,78.0
2026-03-16,2026,3,2026-W12,Vatovavy,-21.3167,47.9333,576905,130,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,130,130,22.22,65.0,78.0
2026-03-23,2026,3,2026-W13,Analanjirofo,-17.3333,49.4,864183,280,25,11,8,1,47,11,0,5,30,12,32,11,3,16,39,30,4,3,10,0,280,280,21.28,65.0,78.0
2026-03-23,2026,3,2026-W13,Analamanga,-18.9137,47.5247,4290727,260,141,64,46,3,258,64,5,30,167,61,180,64,19,90,219,170,26,21,66,0,260,260,25.58,65.0,78.0
2026-03-23,2026,3,2026-W13,Atsinanana,-18.1492,49.4023,1750511,255,46,21,15,1,84,21,1,10,54,20,58,21,6,29,71,55,8,7,21,0,255,255,25.0,65.0,78.0
2026-03-23,2026,3,2026-W13,Sofia,-14.8833,48.0333,1784988,250,51,23,16,0,93,23,1,11,60,22,65,23,6,32,79,61,9,7,21,0,250,250,22.58,65.0,78.0
2026-03-23,2026,3,2026-W13,Vakinankaratra,-19.8667,47.0333,2462316,230,68,31,22,0,124,31,2,14,80,30,86,31,9,43,105,81,12,10,32,0,230,230,25.81,65.0,78.0
2026-03-23,2026,3,2026-W13,Haute Matsiatra,-21.4536,47.0854,1710391,225,48,22,16,0,89,22,1,10,57,22,62,22,6,31,75,58,9,7,23,0,225,225,25.84,65.0,78.0
2026-03-23,2026,3,2026-W13,Boeny,-15.7167,46.3167,1100305,220,31,14,10,0,58,14,1,6,37,15,40,14,4,20,49,38,5,4,13,0,220,220,22.41,65.0,78.0
2026-03-23,2026,3,2026-W13,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,36,16,11,0,66,16,1,7,42,17,46,16,4,23,56,43,6,5,14,0,215,215,21.21,65.0,78.0
2026-03-23,2026,3,2026-W13,SAVA,-14.2833,50.1667,1330546,210,36,16,12,0,67,16,1,8,43,16,46,16,4,23,56,43,6,5,15,0,210,210,22.39,65.0,78.0
2026-03-23,2026,3,2026-W13,Atsimo-Andrefana,-23.35,43.6667,2128706,205,57,26,18,0,104,26,2,12,67,25,72,26,7,36,88,68,10,8,24,0,205,205,23.08,65.0,78.0
2026-03-23,2026,3,2026-W13,Itasy,-19.0167,46.7667,1063882,190,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,9,0,190,190,21.95,65.0,78.0
2026-03-23,2026,3,2026-W13,Bongolava,-18.9333,45.6667,794456,185,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,185,185,23.33,65.0,78.0
2026-03-23,2026,3,2026-W13,Diana,-12.2787,49.2917,1053715,180,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,8,0,180,180,22.86,65.0,78.0
2026-03-23,2026,3,2026-W13,Amoron'i Mania,-20.0,47.1167,991145,175,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,7,0,175,175,21.88,65.0,78.0
2026-03-23,2026,3,2026-W13,Atsimo-Atsinanana,-22.9,47.65,1220000,170,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,170,170,22.5,65.0,78.0
2026-03-23,2026,3,2026-W13,Fitovinany,-21.45,47.6167,1011279,165,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,165,165,22.5,65.0,78.0
2026-03-23,2026,3,2026-W13,Ihorombe,-22.55,46.95,494097,160,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,160,160,20.0,65.0,78.0
2026-03-23,2026,3,2026-W13,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,155,155,23.08,65.0,78.0
2026-03-23,2026,3,2026-W13,Melaky,-16.1167,44.7667,365790,150,6,2,1,0,11,2,0,1,7,3,7,2,0,3,9,7,1,0,2,0,150,150,18.18,65.0,78.0
2026-03-23,2026,3,2026-W13,Ambatosoa,-21.0333,47.6333,652462,150,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,5,0,150,150,22.73,65.0,78.0
2026-03-23,2026,3,2026-W13,Androy,-25.1667,46.0833,1065878,145,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,9,0,145,145,25.0,65.0,78.0
2026-03-23,2026,3,2026-W13,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,5,0,140,140,20.0,65.0,78.0
2026-03-23,2026,3,2026-W13,Menabe,-20.2833,44.7833,819876,135,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,4,0,135,135,18.18,65.0,78.0
2026-03-23,2026,3,2026-W13,Vatovavy,-21.3167,47.9333,576905,130,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,130,130,23.53,65.0,78.0
2026-03-30,2026,3,2026-W14,Analanjirofo,-17.3333,49.4,864183,280,28,12,9,1,51,12,0,6,33,12,35,12,3,17,43,33,5,4,12,10,280,280,23.53,65.0,78.0
2026-03-30,2026,3,2026-W14,Analamanga,-18.9137,47.5247,4290727,260,143,65,46,3,261,65,5,31,169,61,182,65,19,91,221,172,26,22,64,0,260,260,24.52,65.0,78.0
2026-03-30,2026,3,2026-W14,Atsinanana,-18.1492,49.4023,1750511,255,48,22,16,1,89,22,1,10,57,22,62,22,6,31,75,58,9,7,22,0,255,255,24.72,65.0,78.0
2026-03-30,2026,3,2026-W14,Sofia,-14.8833,48.0333,1784988,250,50,23,16,0,92,23,1,11,59,22,64,23,6,32,78,60,9,7,22,0,250,250,23.91,65.0,78.0
2026-03-30,2026,3,2026-W14,Vakinankaratra,-19.8667,47.0333,2462316,230,66,30,21,0,121,30,2,14,78,29,84,30,9,42,102,79,12,10,28,0,230,230,23.14,65.0,78.0
2026-03-30,2026,3,2026-W14,Haute Matsiatra,-21.4536,47.0854,1710391,225,48,22,15,0,88,22,1,10,57,21,61,22,6,30,74,57,8,7,23,0,225,225,26.14,65.0,78.0
2026-03-30,2026,3,2026-W14,Boeny,-15.7167,46.3167,1100305,220,24,11,7,0,44,11,0,5,28,11,30,11,3,15,37,28,4,3,11,0,220,220,25.0,65.0,78.0
2026-03-30,2026,3,2026-W14,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,37,17,12,0,68,17,1,8,44,16,47,17,5,23,57,44,6,5,17,0,215,215,25.0,65.0,78.0
2026-03-30,2026,3,2026-W14,SAVA,-14.2833,50.1667,1330546,210,36,16,11,0,66,16,1,7,42,17,46,16,4,23,56,43,6,5,15,0,210,210,22.73,65.0,78.0
2026-03-30,2026,3,2026-W14,Atsimo-Andrefana,-23.35,43.6667,2128706,205,56,25,18,0,103,25,2,12,66,25,72,25,7,36,87,67,10,8,23,0,205,205,22.33,65.0,78.0
2026-03-30,2026,3,2026-W14,Itasy,-19.0167,46.7667,1063882,190,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,9,0,190,190,23.08,65.0,78.0
2026-03-30,2026,3,2026-W14,Bongolava,-18.9333,45.6667,794456,185,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,9,0,185,185,25.71,65.0,78.0
2026-03-30,2026,3,2026-W14,Diana,-12.2787,49.2917,1053715,180,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,180,180,23.81,65.0,78.0
2026-03-30,2026,3,2026-W14,Amoron'i Mania,-20.0,47.1167,991145,175,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,9,0,175,175,25.71,65.0,78.0
2026-03-30,2026,3,2026-W14,Atsimo-Atsinanana,-22.9,47.65,1220000,170,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,170,170,23.81,65.0,78.0
2026-03-30,2026,3,2026-W14,Fitovinany,-21.45,47.6167,1011279,165,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,8,0,165,165,22.22,65.0,78.0
2026-03-30,2026,3,2026-W14,Ihorombe,-22.55,46.95,494097,160,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,4,0,160,160,25.0,65.0,78.0
2026-03-30,2026,3,2026-W14,Betsiboka,-16.95,46.8167,465641,155,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,155,155,20.0,65.0,78.0
2026-03-30,2026,3,2026-W14,Melaky,-16.1167,44.7667,365790,150,5,2,1,0,10,2,0,1,6,3,7,2,0,3,8,6,0,0,2,0,150,150,20.0,65.0,78.0
2026-03-30,2026,3,2026-W14,Ambatosoa,-21.0333,47.6333,652462,150,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,5,0,150,150,22.73,65.0,78.0
2026-03-30,2026,3,2026-W14,Androy,-25.1667,46.0833,1065878,145,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,145,145,21.62,65.0,78.0
2026-03-30,2026,3,2026-W14,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,140,140,20.83,65.0,78.0
2026-03-30,2026,3,2026-W14,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,5,0,135,135,25.0,65.0,78.0
2026-03-30,2026,3,2026-W14,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,130,130,21.43,65.0,78.0
2026-04-06,2026,4,2026-W15,Analanjirofo,-17.3333,49.4,864183,280,25,11,8,1,47,11,0,5,30,12,32,11,3,16,39,30,4,3,11,0,280,280,23.4,65.0,78.0
2026-04-06,2026,4,2026-W15,Analamanga,-18.9137,47.5247,4290727,260,119,54,39,3,217,54,4,26,141,50,151,54,16,75,184,143,22,18,51,0,260,260,23.5,65.0,78.0
2026-04-06,2026,4,2026-W15,Atsinanana,-18.1492,49.4023,1750511,255,53,24,17,1,97,24,1,11,63,23,67,24,7,33,82,63,9,8,25,0,255,255,25.77,65.0,78.0
2026-04-06,2026,4,2026-W15,Sofia,-14.8833,48.0333,1784988,250,50,23,16,0,92,23,1,11,59,22,64,23,6,32,78,60,9,7,22,0,250,250,23.91,65.0,78.0
2026-04-06,2026,4,2026-W15,Vakinankaratra,-19.8667,47.0333,2462316,230,80,36,26,0,146,36,2,17,94,35,102,36,10,51,124,96,14,12,37,0,230,230,25.34,65.0,78.0
2026-04-06,2026,4,2026-W15,Haute Matsiatra,-21.4536,47.0854,1710391,225,54,24,17,0,99,24,1,11,64,24,69,24,7,34,84,65,10,8,26,0,225,225,26.26,65.0,78.0
2026-04-06,2026,4,2026-W15,Boeny,-15.7167,46.3167,1100305,220,29,13,9,0,54,13,1,6,35,13,37,13,3,18,45,35,5,4,13,0,220,220,24.07,65.0,78.0
2026-04-06,2026,4,2026-W15,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,34,15,11,0,63,15,1,7,40,16,44,15,4,22,53,41,6,5,15,0,215,215,23.81,65.0,78.0
2026-04-06,2026,4,2026-W15,SAVA,-14.2833,50.1667,1330546,210,37,17,12,0,69,17,1,8,44,17,48,17,5,24,58,45,6,5,16,0,210,210,23.19,65.0,78.0
2026-04-06,2026,4,2026-W15,Atsimo-Andrefana,-23.35,43.6667,2128706,205,57,26,18,0,104,26,2,12,67,25,72,26,7,36,88,68,10,8,26,0,205,205,25.0,65.0,78.0
2026-04-06,2026,4,2026-W15,Itasy,-19.0167,46.7667,1063882,190,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,11,0,190,190,26.19,65.0,78.0
2026-04-06,2026,4,2026-W15,Bongolava,-18.9333,45.6667,794456,185,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,7,0,185,185,21.88,65.0,78.0
2026-04-06,2026,4,2026-W15,Diana,-12.2787,49.2917,1053715,180,25,11,8,0,47,11,0,5,30,12,32,11,3,16,39,30,4,3,11,0,180,180,23.4,65.0,78.0
2026-04-06,2026,4,2026-W15,Amoron'i Mania,-20.0,47.1167,991145,175,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,175,175,23.81,65.0,78.0
2026-04-06,2026,4,2026-W15,Atsimo-Atsinanana,-22.9,47.65,1220000,170,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,11,0,170,170,24.44,65.0,78.0
2026-04-06,2026,4,2026-W15,Fitovinany,-21.45,47.6167,1011279,165,20,9,6,0,38,9,0,4,24,10,26,9,2,13,32,24,3,3,9,0,165,165,23.68,65.0,78.0
2026-04-06,2026,4,2026-W15,Ihorombe,-22.55,46.95,494097,160,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,160,160,20.0,65.0,78.0
2026-04-06,2026,4,2026-W15,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2026-04-06,2026,4,2026-W15,Melaky,-16.1167,44.7667,365790,150,6,2,1,0,11,2,0,1,7,3,7,2,0,3,9,7,1,0,2,0,150,150,18.18,65.0,78.0
2026-04-06,2026,4,2026-W15,Ambatosoa,-21.0333,47.6333,652462,150,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,150,150,20.83,65.0,78.0
2026-04-06,2026,4,2026-W15,Androy,-25.1667,46.0833,1065878,145,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,8,0,145,145,22.86,65.0,78.0
2026-04-06,2026,4,2026-W15,Anosy,-25.0333,46.9833,957916,140,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,7,0,140,140,21.88,65.0,78.0
2026-04-06,2026,4,2026-W15,Menabe,-20.2833,44.7833,819876,135,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,6,0,135,135,24.0,65.0,78.0
2026-04-06,2026,4,2026-W15,Vatovavy,-21.3167,47.9333,576905,130,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,130,130,22.22,65.0,78.0
2026-04-13,2026,4,2026-W16,Analanjirofo,-17.3333,49.4,864183,280,28,13,9,1,52,13,1,6,33,13,36,13,3,18,44,34,5,4,13,0,280,280,25.0,65.0,78.0
2026-04-13,2026,4,2026-W16,Analamanga,-18.9137,47.5247,4290727,260,118,54,38,3,216,54,4,25,140,51,151,54,16,75,183,142,21,18,51,0,260,260,23.61,65.0,78.0
2026-04-13,2026,4,2026-W16,Atsinanana,-18.1492,49.4023,1750511,255,48,22,16,1,89,22,1,10,57,22,62,22,6,31,75,58,9,7,20,0,255,255,22.47,65.0,78.0
2026-04-13,2026,4,2026-W16,Sofia,-14.8833,48.0333,1784988,250,51,23,16,0,94,23,1,11,61,22,65,23,6,32,79,61,9,7,20,0,250,250,21.28,65.0,78.0
2026-04-13,2026,4,2026-W16,Vakinankaratra,-19.8667,47.0333,2462316,230,74,33,24,0,135,33,2,16,87,32,94,33,9,47,114,88,13,11,30,0,230,230,22.22,65.0,78.0
2026-04-13,2026,4,2026-W16,Haute Matsiatra,-21.4536,47.0854,1710391,225,43,19,14,0,79,19,1,9,51,19,55,19,5,27,67,52,8,6,17,0,225,225,21.52,65.0,78.0
2026-04-13,2026,4,2026-W16,Boeny,-15.7167,46.3167,1100305,220,25,11,8,0,47,11,0,5,30,12,32,11,3,16,39,30,4,3,10,0,220,220,21.28,65.0,78.0
2026-04-13,2026,4,2026-W16,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,40,18,13,0,73,18,1,8,47,18,51,18,5,25,62,48,7,6,19,0,215,215,26.03,65.0,78.0
2026-04-13,2026,4,2026-W16,SAVA,-14.2833,50.1667,1330546,210,38,17,12,0,70,17,1,8,45,17,49,17,5,24,59,46,7,5,18,0,210,210,25.71,65.0,78.0
2026-04-13,2026,4,2026-W16,Atsimo-Andrefana,-23.35,43.6667,2128706,205,48,22,16,0,89,22,1,10,57,22,62,22,6,31,75,58,9,7,20,0,205,205,22.47,65.0,78.0
2026-04-13,2026,4,2026-W16,Itasy,-19.0167,46.7667,1063882,190,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,10,0,190,190,25.64,65.0,78.0
2026-04-13,2026,4,2026-W16,Bongolava,-18.9333,45.6667,794456,185,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,185,185,21.43,65.0,78.0
2026-04-13,2026,4,2026-W16,Diana,-12.2787,49.2917,1053715,180,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,9,0,180,180,23.08,65.0,78.0
2026-04-13,2026,4,2026-W16,Amoron'i Mania,-20.0,47.1167,991145,175,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,11,0,175,175,24.44,65.0,78.0
